"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.831866750E0,-8.538672572E-2,-4.892939094E-2,7.143718779E-1,7.211186852E-1
1.841795750E0,-2.120898042E-1,-5.977769360E-2,7.239648199E-1,7.567565779E-1
1.851724750E0,-2.918734720E-1,-3.824842829E-2,-5.919604182E-1,6.611128517E-1
1.861653750E0,-1.991774161E-1,2.016580425E-2,4.488772970E-1,4.914968266E-1
1.871583750E0,-1.860005877E-1,8.445630580E-2,6.408431411E-2,2.140931702E-1
1.881512750E0,-3.063243904E-1,-1.545893452E-1,-2.112183863E-1,4.029214620E-1
1.891441750E0,-3.473682811E-2,-4.673778143E-2,5.621209073E-1,5.651291727E-1
1.901370750E0,-1.977653866E-1,5.731850088E-2,3.677138507E-1,4.214380556E-1
1.911299750E0,-1.988410733E-1,1.483590639E-1,-5.674488902E-2,2.544959070E-1
1.921228750E0,-2.131921688E-1,1.131004266E-1,3.646545875E-1,4.372820320E-1
1.931157750E0,-9.303301999E-2,2.910542588E-1,3.710157734E-1,4.806458452E-1
1.941087750E0,-1.517809276E-1,2.266843082E-1,-5.497300726E-1,6.136989313E-1
1.951016750E0,-1.284566767E-1,2.952491610E-1,9.573798215E-1,1.010073912E0
1.960945750E0,1.040749934E-1,1.908561156E-1,-9.103085661E-1,9.359056291E-1
1.970874750E0,-2.735125571E-1,1.589298796E-2,-6.751405692E-1,7.286127189E-1
1.980803750E0,-8.564343676E-5,1.322212968E-1,5.048170245E-1,5.218454818E-1
1.990732750E0,-6.457431078E-2,2.461113533E-1,1.894339997E-1,3.172158257E-1
2.000661750E0,-2.228483703E-1,1.674921037E-1,-8.844439924E-2,2.924677977E-1
2.010591750E0,-3.932555485E-1,2.562806115E-1,-1.322061306E-1,4.876557590E-1
2.020520750E0,-9.147806263E-2,2.981131272E-1,9.477237296E-1,9.977073420E-1
2.030449750E0,-6.494111393E-2,3.467496823E-1,-1.525199425E-1,3.843371219E-1
2.040378750E0,-3.546927227E-1,2.569835930E-1,-4.279992288E-1,6.123976115E-1
2.050307750E0,-1.834221849E-1,3.537970024E-1,6.082010597E-1,7.271344758E-1
2.060236750E0,-3.885934538E-1,3.576368689E-1,2.948224604E-2,5.289406443E-1
2.070165750E0,-4.162117537E-1,1.633604976E-1,-2.725433993E-1,5.236399341E-1
2.080094750E0,-3.075994306E-1,2.142133667E-1,4.204142207E-1,5.632520689E-1
2.090024750E0,-4.421318760E-1,2.583094492E-1,-2.460151666E-1,5.680913919E-1
2.099953750E0,-2.233814902E-1,2.008305153E-1,1.226003247E-1,3.244426385E-1
2.109882750E0,-7.663565487E-2,2.617319341E-1,-8.565001488E-3,2.728552514E-1
2.119811750E0,-3.933385424E-1,1.431218590E-1,1.811736381E-1,4.560953438E-1
2.129740750E0,-2.268061130E-1,1.630943397E-1,4.265877110E-1,5.099194561E-1
2.139669750E0,-3.812516899E-1,3.481969412E-2,6.104370350E-1,7.205543947E-1
2.149598750E0,-3.441163522E-1,1.560599565E-1,4.032935733E-1,5.526449856E-1
2.159527750E0,-2.955341945E-1,2.780665331E-2,4.766346145E-1,5.615106640E-1
2.169457750E0,-3.971549470E-1,-7.885876626E-2,-2.675335050E-2,4.057912009E-1
2.179386750E0,-1.943586709E-1,-3.248490091E-2,-5.482583284E-2,2.045395651E-1
2.189315750E0,-9.354872614E-2,-2.575599823E-2,8.458576316E-1,8.514046444E-1
2.199244750E0,-2.498742011E-1,-5.535409223E-2,-8.019163907E-2,2.682012134E-1
2.209178250E0,-1.566419555E-1,-4.397968635E-2,-3.572987902E-1,3.925981922E-1
2.219107250E0,1.833136825E-2,-5.807633657E-2,1.284375417E0,1.285818460E0
2.229036250E0,-1.322621725E-1,-5.873952046E-2,-1.837282866E-1,2.338796632E-1
2.238965250E0,-1.530591472E-1,-4.769464172E-3,1.496512985E-1,2.141152995E-1
2.248895250E0,1.941948026E-2,-8.351998385E-2,9.532318068E-1,9.570807601E-1
2.258824250E0,-1.274320983E-1,-1.096792938E-1,-6.523036838E-2,1.803426963E-1
2.268753250E0,-1.404972997E-1,-1.932339589E-1,1.057328618E-1,2.612628794E-1
2.278682250E0,-5.199654792E-2,-1.634381559E-1,3.390525538E-1,3.799635588E-1
2.288611250E0,-8.589932553E-2,-2.765958487E-1,-1.524591315E-1,3.273037495E-1
2.298540250E0,-3.397224985E-2,-3.152030037E-1,6.432299745E-1,7.171135526E-1
2.308469250E0,5.707266200E-3,-2.017464086E-1,-3.319376618E-1,3.884801122E-1
2.318398250E0,-2.011500108E-1,-1.705134696E-1,3.961658174E-1,4.759028525E-1
2.328328250E0,1.002966505E-1,-8.310501426E-2,3.132236481E-1,3.392269376E-1
2.338257250E0,-2.298121483E-1,-1.213894760E-1,-9.791630387E-2,2.777348213E-1
