"Time (s)","Recording (a.u.)"
1.270833333E-2,-7.759891916E-3
1.272916667E-2,-6.431210786E-3
1.275000000E-2,-6.143974140E-3
1.277083333E-2,-5.885545164E-3
1.279166667E-2,-5.404035561E-3
1.281250000E-2,-5.327435676E-3
1.283333333E-2,-5.186746828E-3
1.285416667E-2,-5.946693942E-3
1.287500000E-2,-7.842808031E-3
1.289583333E-2,-9.616105817E-3
1.291666667E-2,-1.150132157E-2
1.293750000E-2,-1.338358037E-2
1.295833333E-2,-1.460942253E-2
1.297916667E-2,-1.601532474E-2
1.300000000E-2,-1.766836271E-2
1.302083333E-2,-1.879212074E-2
1.304166667E-2,-1.989743300E-2
1.306250000E-2,-2.098005451E-2
1.308333333E-2,-2.162443846E-2
1.310416667E-2,-2.200469747E-2
1.312500000E-2,-2.214840613E-2
1.314583333E-2,-2.217529714E-2
1.316666667E-2,-2.198326215E-2
1.318750000E-2,-2.140598372E-2
1.320833333E-2,-2.029361390E-2
1.322916667E-2,-1.906894892E-2
1.325000000E-2,-1.845347881E-2
1.327083333E-2,-1.859186217E-2
1.329166667E-2,-1.917518675E-2
1.331250000E-2,-1.974259131E-2
1.333333333E-2,-2.059009857E-2
1.335416667E-2,-2.193111181E-2
1.337500000E-2,-2.354773507E-2
1.339583333E-2,-2.499985695E-2
1.341666667E-2,-2.609314770E-2
1.343750000E-2,-2.689374238E-2
1.345833333E-2,-2.756489255E-2
1.347916667E-2,-2.908113599E-2
1.350000000E-2,-3.103163838E-2
1.352083333E-2,-3.228881955E-2
1.354166667E-2,-3.300331905E-2
1.356250000E-2,-3.339915350E-2
1.358333333E-2,-3.382030502E-2
1.360416667E-2,-3.468137607E-2
1.362500000E-2,-3.501589224E-2
1.364583333E-2,-3.400824964E-2
1.366666667E-2,-3.279679269E-2
1.368750000E-2,-3.143351525E-2
1.370833333E-2,-2.994192392E-2
1.372916667E-2,-2.932126261E-2
1.375000000E-2,-2.877006307E-2
1.377083333E-2,-2.817060798E-2
1.379166667E-2,-2.818874270E-2
1.381250000E-2,-2.833983861E-2
1.383333333E-2,-2.840144001E-2
1.385416667E-2,-2.895315364E-2
1.387500000E-2,-3.033906594E-2
1.389583333E-2,-3.184031695E-2
1.391666667E-2,-3.293689340E-2
1.393750000E-2,-3.377082199E-2
1.395833333E-2,-3.458691388E-2
1.397916667E-2,-3.571454436E-2
1.400000000E-2,-3.691635281E-2
1.402083333E-2,-3.785147518E-2
1.404166667E-2,-3.818486631E-2
1.406250000E-2,-3.769822419E-2
1.408333333E-2,-3.717218339E-2
1.410416667E-2,-3.674145043E-2
1.412500000E-2,-3.597133607E-2
1.414583333E-2,-3.488884866E-2
1.416666667E-2,-3.360380605E-2
1.418750000E-2,-3.264363110E-2
1.420833333E-2,-3.217290714E-2
1.422916667E-2,-3.186050057E-2
1.425000000E-2,-3.117695823E-2
1.427083333E-2,-3.030820936E-2
1.429166667E-2,-2.967732586E-2
1.431250000E-2,-2.911099419E-2
1.433333333E-2,-2.904708870E-2
1.435416667E-2,-2.920660004E-2
1.437500000E-2,-2.950656414E-2
1.439583333E-2,-3.036762029E-2
1.441666667E-2,-3.113453835E-2
1.443750000E-2,-3.169119731E-2
1.445833333E-2,-3.227674216E-2
1.447916667E-2,-3.287110478E-2
1.450000000E-2,-3.328555822E-2
1.452083333E-2,-3.360237181E-2
1.454166667E-2,-3.381341696E-2
1.456250000E-2,-3.358411044E-2
1.458333333E-2,-3.339528665E-2
1.460416667E-2,-3.319703043E-2
1.462500000E-2,-3.253347427E-2
1.464583333E-2,-3.164622933E-2
1.466666667E-2,-3.071739525E-2
1.468750000E-2,-2.990741655E-2
1.470833333E-2,-2.949715033E-2
1.472916667E-2,-2.892880887E-2
1.475000000E-2,-2.799713612E-2
1.477083333E-2,-2.721774951E-2
1.479166667E-2,-2.615769021E-2
1.481250000E-2,-2.571056411E-2
1.483333333E-2,-2.612098865E-2
1.485416667E-2,-2.595302835E-2
1.487500000E-2,-2.565589547E-2
1.489583333E-2,-2.533927932E-2
1.491666667E-2,-2.494485304E-2
1.493750000E-2,-2.527187020E-2
1.495833333E-2,-2.596823499E-2
1.497916667E-2,-2.664452046E-2
1.500000000E-2,-2.760177106E-2
1.502083333E-2,-2.821372449E-2
1.504166667E-2,-2.809166536E-2
1.506250000E-2,-2.792834491E-2
1.508333333E-2,-2.781776711E-2
1.510416667E-2,-2.777155861E-2
1.512500000E-2,-2.758956701E-2
1.514583333E-2,-2.722668648E-2
1.516666667E-2,-2.700906619E-2
1.518750000E-2,-2.660243586E-2
1.520833333E-2,-2.594587579E-2
1.522916667E-2,-2.539655752E-2
1.525000000E-2,-2.510464936E-2
1.527083333E-2,-2.464456111E-2
1.529166667E-2,-2.391204610E-2
1.531250000E-2,-2.327182703E-2
1.533333333E-2,-2.267212234E-2
1.535416667E-2,-2.215754986E-2
1.537500000E-2,-2.188725211E-2
1.539583333E-2,-2.219958603E-2
1.541666667E-2,-2.278092504E-2
1.543750000E-2,-2.294912376E-2
1.545833333E-2,-2.318843454E-2
1.547916667E-2,-2.345996536E-2
1.550000000E-2,-2.322937921E-2
1.552083333E-2,-2.323069051E-2
1.554166667E-2,-2.372063510E-2
