"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.903125000E4,2.490424744E-2
1.905468750E4,1.952032437E-2
1.907812500E4,2.199959003E-2
1.910156250E4,1.934684628E-2
1.912500000E4,1.859300773E-2
1.914843750E4,1.611840026E-2
1.917187500E4,2.281757427E-2
1.919531250E4,2.387796679E-2
1.921875000E4,2.448108722E-2
1.924218750E4,2.017664754E-2
1.926562500E4,2.111959637E-2
1.928906250E4,2.405511896E-2
1.931250000E4,2.135025346E-2
1.933593750E4,1.800143819E-2
1.935937500E4,1.931614438E-2
1.938281250E4,2.145844305E-2
1.940625000E4,1.939532201E-2
1.942968750E4,2.050641958E-2
1.945312500E4,2.322898884E-2
1.947656250E4,2.025869532E-2
1.950000000E4,2.074728343E-2
1.952343750E4,2.091788936E-2
1.954687500E4,2.038728270E-2
1.957031250E4,2.319630321E-2
1.959375000E4,2.227901776E-2
1.961718750E4,1.860965145E-2
1.964062500E4,2.042212437E-2
1.966406250E4,2.286025988E-2
1.968750000E4,2.108787123E-2
1.971093750E4,2.071043498E-2
1.973437500E4,1.827303848E-2
1.975781250E4,2.276526628E-2
1.978125000E4,1.953369265E-2
1.980468750E4,2.075766956E-2
1.982812500E4,2.313323154E-2
1.985156250E4,2.212404889E-2
1.987500000E4,2.009740320E-2
1.989843750E4,2.097729246E-2
1.992187500E4,2.111796805E-2
1.994531250E4,1.821565651E-2
1.996875000E4,2.131766005E-2
1.999218750E4,2.073281669E-2
2.001562500E4,2.211776502E-2
2.003906250E4,2.102759282E-2
2.006250000E4,2.249102047E-2
2.008593750E4,2.318248749E-2
2.010937500E4,1.853867361E-2
2.013281250E4,2.014536073E-2
2.015625000E4,2.239428591E-2
2.017968750E4,2.272447799E-2
2.020312500E4,2.428259814E-2
2.022656250E4,2.186262233E-2
2.025000000E4,1.978662875E-2
2.027343750E4,2.033108335E-2
2.029687500E4,1.908100489E-2
2.032031250E4,2.075521182E-2
2.034375000E4,2.131389802E-2
2.036718750E4,2.059739921E-2
2.039062500E4,1.784377319E-2
2.041406250E4,2.342570679E-2
2.043750000E4,2.368094693E-2
2.046093750E4,2.316421037E-2
2.048437500E4,1.972501727E-2
2.050781250E4,2.021096114E-2
2.053125000E4,2.142904620E-2
2.055468750E4,2.228500141E-2
2.057812500E4,2.017069261E-2
2.060156250E4,2.150849750E-2
2.062500000E4,2.156783849E-2
2.064843750E4,2.121456105E-2
2.067187500E4,1.993111820E-2
2.069531250E4,2.190797686E-2
2.071875000E4,2.113025464E-2
2.074218750E4,2.090045603E-2
2.076562500E4,2.104631263E-2
2.078906250E4,2.266269185E-2
2.081250000E4,2.133783520E-2
2.083593750E4,2.233020168E-2
2.085937500E4,2.073890879E-2
2.088281250E4,2.159659721E-2
2.090625000E4,2.130732753E-2
2.092968750E4,2.061981279E-2
2.095312500E4,2.122245031E-2
2.097656250E4,2.244828621E-2
2.100000000E4,2.135381523E-2
2.102343750E4,2.072991063E-2
2.104687500E4,2.114849805E-2
2.107031250E4,2.067021303E-2
2.109375000E4,2.112564066E-2
2.111718750E4,2.132634017E-2
2.114062500E4,2.051224839E-2
2.116406250E4,2.123883167E-2
2.118750000E4,2.096794013E-2
2.121093750E4,2.082508639E-2
2.123437500E4,2.105145760E-2
2.125781250E4,2.077122554E-2
2.128125000E4,2.083260357E-2
2.130468750E4,2.071606461E-2
2.132812500E4,2.078259649E-2
2.135156250E4,2.158762549E-2
2.137500000E4,2.119134849E-2
2.139843750E4,2.077939157E-2
2.142187500E4,2.061772976E-2
2.144531250E4,2.095010890E-2
2.146875000E4,2.077316515E-2
2.149218750E4,2.072597052E-2
2.151562500E4,2.056696198E-2
2.153906250E4,2.076499966E-2
2.156250000E4,2.078669511E-2
2.158593750E4,2.068309652E-2
2.160937500E4,2.036584049E-2
2.163281250E4,2.062327722E-2
2.165625000E4,2.092226873E-2
2.167968750E4,2.079375070E-2
2.170312500E4,2.064072080E-2
2.172656250E4,2.074172014E-2
2.175000000E4,2.058683208E-2
2.177343750E4,2.068909334E-2
2.179687500E4,2.073123436E-2
2.182031250E4,2.069887342E-2
2.184375000E4,2.064916645E-2
2.186718750E4,2.052963239E-2
2.189062500E4,2.054447664E-2
2.191406250E4,2.064241013E-2
2.193750000E4,2.058425051E-2
2.196093750E4,2.060296647E-2
2.198437500E4,2.064819648E-2
2.200781250E4,2.063168383E-2
2.203125000E4,2.063864827E-2
2.205468750E4,2.063113775E-2
2.207812500E4,2.060485219E-2
2.210156250E4,2.053525295E-2
2.212500000E4,2.060588873E-2
2.214843750E4,2.049503023E-2
2.217187500E4,2.064667377E-2
2.219531250E4,2.069178482E-2
2.221875000E4,2.054251234E-2
2.224218750E4,2.055842937E-2
2.226562500E4,2.058611443E-2
2.228906250E4,2.064389021E-2
2.231250000E4,2.059339093E-2
2.233593750E4,2.054241931E-2
2.235937500E4,2.056446273E-2
2.238281250E4,2.059015263E-2
2.240625000E4,2.056544648E-2
2.242968750E4,2.053578645E-2
2.245312500E4,2.054314384E-2
2.247656250E4,2.054068117E-2
2.250000000E4,2.063088015E-2
2.252343750E4,2.058411934E-2
2.254687500E4,2.050094477E-2
2.257031250E4,2.052435771E-2
2.259375000E4,2.052703474E-2
2.261718750E4,2.054698339E-2
2.264062500E4,2.050458477E-2
2.266406250E4,2.046369410E-2
2.268750000E4,2.055727245E-2
2.271093750E4,2.051234100E-2
2.273437500E4,2.049730005E-2
2.275781250E4,2.047811462E-2
2.278125000E4,2.049807750E-2
2.280468750E4,2.054994868E-2
2.282812500E4,2.051061806E-2
2.285156250E4,2.047278186E-2
2.287500000E4,2.047496032E-2
2.289843750E4,2.050896521E-2
2.292187500E4,2.049267254E-2
2.294531250E4,2.046420089E-2
2.296875000E4,2.047529697E-2
2.299218750E4,2.047843684E-2
2.301562500E4,2.048531609E-2
2.303906250E4,2.047794307E-2
2.306250000E4,2.045613114E-2
2.308593750E4,2.047116091E-2
2.310937500E4,2.048026110E-2
2.313281250E4,2.048221387E-2
2.315625000E4,2.046089626E-2
2.317968750E4,2.046218081E-2
2.320312500E4,2.047244715E-2
2.322656250E4,2.045473204E-2
2.325000000E4,2.046893557E-2
2.327343750E4,2.043391301E-2
2.329687500E4,2.046567660E-2
2.332031250E4,2.045888773E-2
2.334375000E4,2.045333695E-2
2.336718750E4,2.043973377E-2
2.339062500E4,2.044421961E-2
2.341406250E4,2.045787620E-2
2.343750000E4,2.046788539E-2
2.346093750E4,2.043924332E-2
2.348437500E4,2.044323339E-2
2.350781250E4,2.044227967E-2
2.353125000E4,2.043927455E-2
2.355468750E4,2.044954360E-2
2.357812500E4,2.044354103E-2
2.360156250E4,2.043313108E-2
2.362500000E4,2.043521660E-2
2.364843750E4,2.044498858E-2
2.367187500E4,2.043472408E-2
2.369531250E4,2.044246218E-2
2.371875000E4,2.043400287E-2
2.374218750E4,2.043930775E-2
2.376562500E4,2.044037819E-2
2.378906250E4,2.044179006E-2
2.381250000E4,2.045519273E-2
2.383593750E4,2.042455276E-2
2.385937500E4,2.043271241E-2
2.388281250E4,2.043573758E-2
2.390625000E4,2.044541109E-2
2.392968750E4,2.044810032E-2
2.395312500E4,2.042710120E-2
2.397656250E4,2.042622083E-2
