"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.877343750E4,1.031158826E-2
1.879687500E4,1.188390439E-2
1.882031250E4,1.028273002E-2
1.884375000E4,9.501657845E-3
1.886718750E4,8.587424792E-3
1.889062500E4,1.058009832E-2
1.891406250E4,1.053575810E-2
1.893750000E4,1.051992994E-2
1.896093750E4,6.816474590E-3
1.898437500E4,1.043479297E-2
1.900781250E4,9.341236785E-3
1.903125000E4,7.174457731E-3
1.905468750E4,7.054654569E-3
1.907812500E4,9.096120909E-3
1.910156250E4,9.499714437E-3
1.912500000E4,1.153867950E-2
1.914843750E4,1.033792196E-2
1.917187500E4,1.195450158E-2
1.919531250E4,7.620359877E-3
1.921875000E4,9.698269111E-3
1.924218750E4,7.283879655E-3
1.926562500E4,8.241232780E-3
1.928906250E4,1.211304417E-2
1.931250000E4,8.202813846E-3
1.933593750E4,8.223318946E-3
1.935937500E4,1.066785294E-2
1.938281250E4,9.723486192E-3
1.940625000E4,9.752627857E-3
1.942968750E4,9.765312083E-3
1.945312500E4,7.289026139E-3
1.947656250E4,8.854104906E-3
1.950000000E4,8.815531465E-3
1.952343750E4,7.874157475E-3
1.954687500E4,9.471294288E-3
1.957031250E4,1.140745261E-2
1.959375000E4,9.720919801E-3
1.961718750E4,9.469054197E-3
1.964062500E4,1.121580966E-2
1.966406250E4,1.274992380E-2
1.968750000E4,8.857411358E-3
1.971093750E4,7.683637654E-3
1.973437500E4,8.348327620E-3
1.975781250E4,9.910555886E-3
1.978125000E4,7.647848391E-3
1.980468750E4,9.864615888E-3
1.982812500E4,8.492539701E-3
1.985156250E4,8.488396216E-3
1.987500000E4,7.635530748E-3
1.989843750E4,7.851436184E-3
1.992187500E4,7.523198524E-3
1.994531250E4,1.242057345E-2
1.996875000E4,1.057729166E-2
1.999218750E4,8.909129124E-3
2.001562500E4,1.054113081E-2
2.003906250E4,1.236742806E-2
2.006250000E4,8.583828743E-3
2.008593750E4,9.633469012E-3
2.010937500E4,8.225917855E-3
2.013281250E4,9.722920388E-3
2.015625000E4,8.257701940E-3
2.017968750E4,8.361527318E-3
2.020312500E4,9.400327656E-3
2.022656250E4,9.674506305E-3
2.025000000E4,8.242171381E-3
2.027343750E4,9.298973737E-3
2.029687500E4,8.162442638E-3
2.032031250E4,1.009869343E-2
2.034375000E4,7.631947143E-3
2.036718750E4,9.321699735E-3
2.039062500E4,7.385208041E-3
2.041406250E4,9.558201376E-3
2.043750000E4,8.791766211E-3
2.046093750E4,7.033601531E-3
2.048437500E4,8.509336376E-3
2.050781250E4,8.648362325E-3
2.053125000E4,9.213545301E-3
2.055468750E4,8.287842696E-3
2.057812500E4,7.788891448E-3
2.060156250E4,7.972994566E-3
2.062500000E4,9.259050155E-3
2.064843750E4,7.038845948E-3
2.067187500E4,6.713515109E-3
2.069531250E4,7.363972435E-3
2.071875000E4,8.563348627E-3
2.074218750E4,7.942360680E-3
2.076562500E4,8.594994359E-3
2.078906250E4,8.997145237E-3
2.081250000E4,8.872883471E-3
2.083593750E4,8.354663459E-3
2.085937500E4,8.636109105E-3
2.088281250E4,8.768405488E-3
2.090625000E4,8.916314591E-3
2.092968750E4,8.595062236E-3
2.095312500E4,8.684709389E-3
2.097656250E4,8.008428916E-3
2.100000000E4,8.627213635E-3
2.102343750E4,8.624026765E-3
2.104687500E4,8.579356401E-3
2.107031250E4,7.989098086E-3
2.109375000E4,8.963070323E-3
2.111718750E4,8.284154193E-3
2.114062500E4,8.810661223E-3
2.116406250E4,8.730675988E-3
2.118750000E4,8.654602664E-3
2.121093750E4,8.435703220E-3
2.123437500E4,8.834934901E-3
2.125781250E4,8.513717671E-3
2.128125000E4,8.760288170E-3
2.130468750E4,8.676145476E-3
2.132812500E4,8.775846405E-3
2.135156250E4,8.614887258E-3
2.137500000E4,8.744694072E-3
2.139843750E4,8.468297491E-3
2.142187500E4,8.359984319E-3
2.144531250E4,8.574334013E-3
2.146875000E4,8.736820745E-3
2.149218750E4,8.673190719E-3
2.151562500E4,8.655121432E-3
2.153906250E4,8.660131978E-3
2.156250000E4,8.731530908E-3
2.158593750E4,8.597211553E-3
2.160937500E4,8.707876595E-3
2.163281250E4,8.697711969E-3
2.165625000E4,8.725463959E-3
2.167968750E4,8.588069543E-3
2.170312500E4,8.628639456E-3
2.172656250E4,8.799923477E-3
2.175000000E4,8.674260438E-3
2.177343750E4,8.670443304E-3
2.179687500E4,8.563309468E-3
2.182031250E4,8.562689280E-3
2.184375000E4,8.630346100E-3
2.186718750E4,8.589921133E-3
2.189062500E4,8.610718670E-3
2.191406250E4,8.658320553E-3
2.193750000E4,8.566319281E-3
2.196093750E4,8.589403896E-3
2.198437500E4,8.642255905E-3
2.200781250E4,8.676767105E-3
2.203125000E4,8.635194366E-3
2.205468750E4,8.683630128E-3
2.207812500E4,8.587625742E-3
2.210156250E4,8.630941875E-3
2.212500000E4,8.626286621E-3
2.214843750E4,8.558754644E-3
2.217187500E4,8.614194596E-3
2.219531250E4,8.584419954E-3
2.221875000E4,8.624394362E-3
2.224218750E4,8.587802173E-3
2.226562500E4,8.561960461E-3
2.228906250E4,8.636080960E-3
2.231250000E4,8.607868927E-3
2.233593750E4,8.657917361E-3
2.235937500E4,8.651154857E-3
2.238281250E4,8.648440104E-3
2.240625000E4,8.616058338E-3
2.242968750E4,8.604071361E-3
2.245312500E4,8.619787632E-3
2.247656250E4,8.617255062E-3
2.250000000E4,8.640465801E-3
2.252343750E4,8.605385910E-3
2.254687500E4,8.614343666E-3
2.257031250E4,8.639347538E-3
2.259375000E4,8.615559057E-3
2.261718750E4,8.625749074E-3
2.264062500E4,8.611663055E-3
2.266406250E4,8.636259063E-3
2.268750000E4,8.604660391E-3
2.271093750E4,8.629807214E-3
2.273437500E4,8.625688742E-3
2.275781250E4,8.619895109E-3
2.278125000E4,8.618550154E-3
2.280468750E4,8.617477877E-3
2.282812500E4,8.597778997E-3
2.285156250E4,8.592527407E-3
2.287500000E4,8.608410024E-3
2.289843750E4,8.595692960E-3
2.292187500E4,8.611645140E-3
2.294531250E4,8.599822050E-3
2.296875000E4,8.591995070E-3
2.299218750E4,8.589400752E-3
2.301562500E4,8.597667100E-3
2.303906250E4,8.605719741E-3
2.306250000E4,8.589988055E-3
2.308593750E4,8.587398080E-3
2.310937500E4,8.594100404E-3
2.313281250E4,8.599305009E-3
2.315625000E4,8.581030246E-3
2.317968750E4,8.604805811E-3
2.320312500E4,8.592737027E-3
2.322656250E4,8.600462767E-3
2.325000000E4,8.590292572E-3
2.327343750E4,8.595030657E-3
2.329687500E4,8.607202850E-3
2.332031250E4,8.601494077E-3
2.334375000E4,8.604157216E-3
2.336718750E4,8.580188560E-3
2.339062500E4,8.599615546E-3
2.341406250E4,8.593834819E-3
2.343750000E4,8.584125238E-3
2.346093750E4,8.600062955E-3
2.348437500E4,8.590178299E-3
2.350781250E4,8.586520542E-3
2.353125000E4,8.599609927E-3
2.355468750E4,8.575080071E-3
2.357812500E4,8.590460872E-3
2.360156250E4,8.580637777E-3
2.362500000E4,8.578658423E-3
2.364843750E4,8.581449424E-3
2.367187500E4,8.596765405E-3
2.369531250E4,8.591247595E-3
2.371875000E4,8.580955786E-3
2.374218750E4,8.589880093E-3
2.376562500E4,8.590823621E-3
2.378906250E4,8.580891433E-3
2.381250000E4,8.576202086E-3
2.383593750E4,8.594338853E-3
2.385937500E4,8.596585926E-3
2.388281250E4,8.583490593E-3
2.390625000E4,8.572647059E-3
2.392968750E4,8.586133651E-3
2.395312500E4,8.585132202E-3
2.397656250E4,8.582576486E-3
