"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.919531250E4,2.076850704E-2
1.921875000E4,2.091701117E-2
1.924218750E4,2.627752647E-2
1.926562500E4,2.146102058E-2
1.928906250E4,1.740319298E-2
1.931250000E4,1.616193897E-2
1.933593750E4,2.135730331E-2
1.935937500E4,2.183588028E-2
1.938281250E4,2.564991747E-2
1.940625000E4,2.393004711E-2
1.942968750E4,1.713962579E-2
1.945312500E4,2.360747467E-2
1.947656250E4,2.463931438E-2
1.950000000E4,2.357577330E-2
1.952343750E4,2.048206366E-2
1.954687500E4,2.128724568E-2
1.957031250E4,1.290690389E-2
1.959375000E4,2.454905046E-2
1.961718750E4,2.444082880E-2
1.964062500E4,2.249238365E-2
1.966406250E4,2.052221694E-2
1.968750000E4,2.125385575E-2
1.971093750E4,2.681960995E-2
1.973437500E4,3.415171507E-2
1.975781250E4,1.500307287E-2
1.978125000E4,2.731463860E-2
1.980468750E4,2.258433556E-2
1.982812500E4,2.296797258E-2
1.985156250E4,1.907270789E-2
1.987500000E4,1.704031427E-2
1.989843750E4,2.984004523E-2
1.992187500E4,3.146633312E-2
1.994531250E4,2.362888907E-2
1.996875000E4,2.098378377E-2
1.999218750E4,2.135001555E-2
2.001562500E4,1.350703511E-2
2.003906250E4,2.021027827E-2
2.006250000E4,1.183739039E-2
2.008593750E4,3.129714290E-2
2.010937500E4,1.944178578E-2
2.013281250E4,2.070840557E-2
2.015625000E4,2.161069664E-2
2.017968750E4,2.073470598E-2
2.020312500E4,2.353212474E-2
2.022656250E4,2.154214788E-2
2.025000000E4,2.572520801E-2
2.027343750E4,2.592140433E-2
2.029687500E4,1.553115782E-2
2.032031250E4,1.471707242E-2
2.034375000E4,2.028031477E-2
2.036718750E4,2.007024576E-2
2.039062500E4,2.358520898E-2
2.041406250E4,2.361894098E-2
2.043750000E4,2.508455036E-2
2.046093750E4,2.263747449E-2
2.048437500E4,2.152946826E-2
2.050781250E4,1.998103362E-2
2.053125000E4,2.021674398E-2
2.055468750E4,2.048037447E-2
2.057812500E4,2.047691425E-2
2.060156250E4,2.029922640E-2
2.062500000E4,2.587795587E-2
2.064843750E4,2.303453331E-2
2.067187500E4,2.120239533E-2
2.069531250E4,2.213382235E-2
2.071875000E4,2.336014357E-2
2.074218750E4,2.026986046E-2
2.076562500E4,1.875843277E-2
2.078906250E4,2.437505028E-2
2.081250000E4,2.110117590E-2
2.083593750E4,2.169955887E-2
2.085937500E4,2.466566905E-2
2.088281250E4,2.287972514E-2
2.090625000E4,1.827782836E-2
2.092968750E4,2.010882004E-2
2.095312500E4,2.159414956E-2
2.097656250E4,2.080885508E-2
2.100000000E4,2.159035317E-2
2.102343750E4,2.350179170E-2
2.104687500E4,2.308907900E-2
2.107031250E4,2.026182481E-2
2.109375000E4,2.069052232E-2
2.111718750E4,2.152672796E-2
2.114062500E4,2.101585851E-2
2.116406250E4,2.058914314E-2
2.118750000E4,2.122854617E-2
2.121093750E4,2.165868930E-2
2.123437500E4,2.215798746E-2
2.125781250E4,2.127051935E-2
2.128125000E4,1.995614966E-2
2.130468750E4,2.073731727E-2
2.132812500E4,2.077827557E-2
2.135156250E4,2.204687995E-2
2.137500000E4,2.050890638E-2
2.139843750E4,2.037590473E-2
2.142187500E4,2.098409895E-2
2.144531250E4,2.039944741E-2
2.146875000E4,2.076999364E-2
2.149218750E4,2.098541524E-2
2.151562500E4,2.042248016E-2
2.153906250E4,2.148766163E-2
2.156250000E4,2.063169057E-2
2.158593750E4,2.082922092E-2
2.160937500E4,2.018494527E-2
2.163281250E4,2.109571124E-2
2.165625000E4,2.131628313E-2
2.167968750E4,2.094852221E-2
2.170312500E4,2.100093164E-2
2.172656250E4,2.122406741E-2
2.175000000E4,2.060837245E-2
2.177343750E4,2.076587222E-2
2.179687500E4,2.073129719E-2
2.182031250E4,2.054232528E-2
2.184375000E4,2.102298656E-2
2.186718750E4,2.094467769E-2
2.189062500E4,2.094196289E-2
2.191406250E4,2.103483525E-2
2.193750000E4,2.100273780E-2
2.196093750E4,2.099934723E-2
2.198437500E4,2.102622576E-2
2.200781250E4,2.070175420E-2
2.203125000E4,2.084445103E-2
2.205468750E4,2.100424134E-2
2.207812500E4,2.078181194E-2
2.210156250E4,2.089980735E-2
2.212500000E4,2.089013855E-2
2.214843750E4,2.090162778E-2
2.217187500E4,2.068184452E-2
2.219531250E4,2.097300949E-2
2.221875000E4,2.080189415E-2
2.224218750E4,2.081514188E-2
2.226562500E4,2.079095026E-2
2.228906250E4,2.083084354E-2
2.231250000E4,2.081904250E-2
2.233593750E4,2.081239664E-2
2.235937500E4,2.085124083E-2
2.238281250E4,2.081624338E-2
2.240625000E4,2.085623114E-2
2.242968750E4,2.079258872E-2
2.245312500E4,2.083933667E-2
2.247656250E4,2.070082359E-2
2.250000000E4,2.080659826E-2
2.252343750E4,2.077173411E-2
2.254687500E4,2.085427440E-2
2.257031250E4,2.073260241E-2
2.259375000E4,2.072956339E-2
2.261718750E4,2.082490719E-2
2.264062500E4,2.073325342E-2
2.266406250E4,2.076435235E-2
2.268750000E4,2.070674919E-2
2.271093750E4,2.076102258E-2
2.273437500E4,2.071719793E-2
2.275781250E4,2.078231456E-2
2.278125000E4,2.076042454E-2
2.280468750E4,2.070314578E-2
2.282812500E4,2.071521361E-2
2.285156250E4,2.077814634E-2
2.287500000E4,2.073577825E-2
2.289843750E4,2.074191792E-2
2.292187500E4,2.074133750E-2
2.294531250E4,2.074496988E-2
2.296875000E4,2.073354745E-2
2.299218750E4,2.070264622E-2
2.301562500E4,2.069925408E-2
2.303906250E4,2.071353774E-2
2.306250000E4,2.069642054E-2
2.308593750E4,2.068959288E-2
2.310937500E4,2.068653251E-2
2.313281250E4,2.069274666E-2
2.315625000E4,2.068161944E-2
2.317968750E4,2.070897218E-2
2.320312500E4,2.067614360E-2
2.322656250E4,2.068220443E-2
2.325000000E4,2.070163645E-2
2.327343750E4,2.069337568E-2
2.329687500E4,2.067833824E-2
2.332031250E4,2.069525855E-2
2.334375000E4,2.067840391E-2
2.336718750E4,2.067654502E-2
2.339062500E4,2.069236199E-2
2.341406250E4,2.067574501E-2
2.343750000E4,2.067675704E-2
2.346093750E4,2.064806324E-2
2.348437500E4,2.066692917E-2
2.350781250E4,2.067736962E-2
2.353125000E4,2.069074934E-2
2.355468750E4,2.066687391E-2
2.357812500E4,2.065407910E-2
2.360156250E4,2.066562613E-2
2.362500000E4,2.066156543E-2
2.364843750E4,2.066883018E-2
2.367187500E4,2.067609821E-2
2.369531250E4,2.065935320E-2
2.371875000E4,2.067443155E-2
2.374218750E4,2.067685220E-2
2.376562500E4,2.066325204E-2
2.378906250E4,2.066537422E-2
2.381250000E4,2.065584367E-2
2.383593750E4,2.067131094E-2
2.385937500E4,2.066621491E-2
2.388281250E4,2.065678070E-2
2.390625000E4,2.065647047E-2
2.392968750E4,2.066768554E-2
2.395312500E4,2.066140857E-2
2.397656250E4,2.066431145E-2
