"Time (s)","Recording (a.u.)"
1.570833333E-2,4.400987178E-3
1.572916667E-2,4.312600940E-3
1.575000000E-2,4.338498693E-3
1.577083333E-2,4.679233767E-3
1.579166667E-2,4.645654000E-3
1.581250000E-2,4.925171379E-3
1.583333333E-2,6.022804417E-3
1.585416667E-2,6.511617452E-3
1.587500000E-2,6.872206926E-3
1.589583333E-2,7.429468911E-3
1.591666667E-2,8.156558499E-3
1.593750000E-2,8.817140944E-3
1.595833333E-2,9.708512574E-3
1.597916667E-2,1.057302952E-2
1.600000000E-2,1.073089615E-2
1.602083333E-2,1.142285857E-2
1.604166667E-2,1.236306038E-2
1.606250000E-2,1.329341158E-2
1.608333333E-2,1.435976382E-2
1.610416667E-2,1.509177405E-2
1.612500000E-2,1.549384277E-2
1.614583333E-2,1.528336853E-2
1.616666667E-2,1.493825670E-2
1.618750000E-2,1.438340917E-2
1.620833333E-2,1.390660368E-2
1.622916667E-2,1.311424375E-2
1.625000000E-2,1.179555245E-2
1.627083333E-2,1.145598199E-2
1.629166667E-2,1.083865575E-2
1.631250000E-2,1.040503476E-2
1.633333333E-2,1.085872576E-2
1.635416667E-2,1.079268940E-2
1.637500000E-2,1.033171825E-2
1.639583333E-2,9.367622435E-3
1.641666667E-2,9.319531731E-3
1.643750000E-2,9.697731584E-3
1.645833333E-2,9.703526273E-3
1.647916667E-2,1.025770232E-2
1.650000000E-2,1.063946821E-2
1.652083333E-2,1.153597981E-2
1.654166667E-2,1.267151348E-2
1.656250000E-2,1.352525223E-2
1.658333333E-2,1.426327508E-2
1.660416667E-2,1.504999027E-2
1.662500000E-2,1.598251797E-2
1.664583333E-2,1.645334065E-2
1.666666667E-2,1.707322896E-2
1.668750000E-2,1.715703681E-2
1.670833333E-2,1.677254029E-2
1.672916667E-2,1.670910418E-2
1.675000000E-2,1.684744097E-2
1.677083333E-2,1.717917249E-2
1.679166667E-2,1.701232791E-2
1.681250000E-2,1.686348952E-2
1.683333333E-2,1.673058420E-2
1.685416667E-2,1.660873741E-2
1.687500000E-2,1.643814892E-2
1.689583333E-2,1.626296341E-2
1.691666667E-2,1.673158817E-2
1.693750000E-2,1.645085029E-2
1.695833333E-2,1.634584740E-2
1.697916667E-2,1.670915633E-2
1.700000000E-2,1.611029357E-2
1.702083333E-2,1.593610458E-2
1.704166667E-2,1.625888981E-2
1.706250000E-2,1.632832922E-2
1.708333333E-2,1.640019007E-2
1.710416667E-2,1.688059047E-2
1.712500000E-2,1.735331491E-2
1.714583333E-2,1.790796220E-2
1.716666667E-2,1.863073930E-2
1.718750000E-2,1.888970472E-2
1.720833333E-2,1.954197139E-2
1.722916667E-2,1.978790760E-2
1.725000000E-2,1.965921558E-2
1.727083333E-2,1.993737370E-2
1.729166667E-2,1.962371543E-2
1.731250000E-2,1.942298003E-2
1.733333333E-2,1.994293183E-2
1.735416667E-2,2.039453015E-2
1.737500000E-2,2.015878633E-2
1.739583333E-2,2.038404718E-2
1.741666667E-2,2.119375579E-2
1.743750000E-2,2.127200551E-2
1.745833333E-2,2.109841071E-2
1.747916667E-2,2.142257616E-2
1.750000000E-2,2.216959558E-2
1.752083333E-2,2.248027734E-2
1.754166667E-2,2.283222601E-2
1.756250000E-2,2.376063913E-2
1.758333333E-2,2.452785708E-2
1.760416667E-2,2.517740801E-2
1.762500000E-2,2.590344101E-2
1.764583333E-2,2.692890540E-2
1.766666667E-2,2.802071907E-2
1.768750000E-2,2.861029655E-2
1.770833333E-2,2.913622931E-2
1.772916667E-2,2.998493984E-2
1.775000000E-2,3.037667647E-2
1.777083333E-2,3.066492081E-2
1.779166667E-2,3.087138012E-2
1.781250000E-2,3.017609753E-2
1.783333333E-2,2.987447195E-2
1.785416667E-2,2.965238690E-2
1.787500000E-2,2.956031635E-2
1.789583333E-2,3.046298400E-2
1.791666667E-2,3.034788556E-2
1.793750000E-2,2.984007448E-2
1.795833333E-2,3.007370979E-2
1.797916667E-2,3.012098372E-2
1.800000000E-2,3.020483255E-2
1.802083333E-2,2.995905466E-2
1.804166667E-2,2.959270775E-2
1.806250000E-2,3.019783646E-2
1.808333333E-2,3.093538806E-2
1.810416667E-2,3.070015833E-2
1.812500000E-2,3.074354120E-2
1.814583333E-2,3.139904141E-2
1.816666667E-2,3.196460754E-2
1.818750000E-2,3.290080652E-2
1.820833333E-2,3.342916816E-2
1.822916667E-2,3.382510692E-2
1.825000000E-2,3.487514704E-2
1.827083333E-2,3.573501110E-2
1.829166667E-2,3.605034202E-2
1.831250000E-2,3.656711057E-2
1.833333333E-2,3.800659254E-2
1.835416667E-2,3.882575035E-2
1.837500000E-2,3.920017555E-2
1.839583333E-2,4.011397064E-2
1.841666667E-2,4.035976529E-2
1.843750000E-2,4.066561535E-2
1.845833333E-2,4.125212505E-2
1.847916667E-2,4.143698514E-2
1.850000000E-2,4.151968658E-2
1.852083333E-2,4.173675179E-2
1.854166667E-2,4.207371175E-2
1.856250000E-2,4.185386002E-2
1.858333333E-2,4.153395072E-2
1.860416667E-2,4.150429741E-2
1.862500000E-2,4.080639035E-2
1.864583333E-2,3.974935412E-2
1.866666667E-2,3.894617781E-2
1.868750000E-2,3.800923377E-2
1.870833333E-2,3.709314764E-2
1.872916667E-2,3.602252156E-2
1.875000000E-2,3.464044631E-2
1.877083333E-2,3.330333158E-2
1.879166667E-2,3.206516430E-2
1.881250000E-2,3.108551353E-2
1.883333333E-2,2.994123474E-2
1.885416667E-2,2.882283181E-2
1.887500000E-2,2.795960940E-2
1.889583333E-2,2.696553618E-2
1.891666667E-2,2.592555806E-2
1.893750000E-2,2.479097992E-2
1.895833333E-2,2.386342362E-2
1.897916667E-2,2.309295535E-2
1.900000000E-2,2.267943881E-2
1.902083333E-2,2.271381766E-2
1.904166667E-2,2.263826691E-2
1.906250000E-2,2.270164713E-2
1.908333333E-2,2.284254320E-2
1.910416667E-2,2.314510010E-2
1.912500000E-2,2.322149463E-2
1.914583333E-2,2.245924249E-2
1.916666667E-2,2.165327780E-2
1.918750000E-2,2.112809941E-2
1.920833333E-2,2.060391754E-2
1.922916667E-2,1.991588995E-2
1.925000000E-2,1.907899790E-2
1.927083333E-2,1.825437322E-2
1.929166667E-2,1.759821177E-2
1.931250000E-2,1.722384989E-2
1.933333333E-2,1.703205332E-2
1.935416667E-2,1.717174426E-2
1.937500000E-2,1.743275858E-2
1.939583333E-2,1.787471026E-2
1.941666667E-2,1.841044798E-2
1.943750000E-2,1.820144802E-2
1.945833333E-2,1.765571162E-2
1.947916667E-2,1.754303277E-2
1.950000000E-2,1.773640141E-2
1.952083333E-2,1.770702191E-2
1.954166667E-2,1.786759496E-2
1.956250000E-2,1.866011508E-2
1.958333333E-2,1.993481070E-2
1.960416667E-2,2.172086202E-2
1.962500000E-2,2.291706018E-2
1.964583333E-2,2.314762771E-2
1.966666667E-2,2.317991480E-2
1.968750000E-2,2.337969281E-2
1.970833333E-2,2.404415235E-2
1.972916667E-2,2.446902916E-2
1.975000000E-2,2.487602457E-2
1.977083333E-2,2.565002255E-2
1.979166667E-2,2.582318336E-2
1.981250000E-2,2.603418007E-2
1.983333333E-2,2.670921013E-2
1.985416667E-2,2.724102885E-2
1.987500000E-2,2.710854076E-2
1.989583333E-2,2.677095123E-2
1.991666667E-2,2.705937997E-2
1.993750000E-2,2.720934153E-2
1.995833333E-2,2.737420052E-2
1.997916667E-2,2.807459421E-2
2.000000000E-2,2.900617942E-2
2.002083333E-2,2.943178266E-2
2.004166667E-2,2.931924723E-2
2.006250000E-2,2.986215800E-2
2.008333333E-2,3.053780831E-2
2.010416667E-2,3.076817840E-2
2.012500000E-2,3.127330542E-2
2.014583333E-2,3.204087168E-2
2.016666667E-2,3.253540769E-2
2.018750000E-2,3.276117891E-2
2.020833333E-2,3.310658783E-2
2.022916667E-2,3.357996792E-2
2.025000000E-2,3.420185670E-2
2.027083333E-2,3.447204456E-2
2.029166667E-2,3.417589515E-2
2.031250000E-2,3.415780887E-2
2.033333333E-2,3.408960253E-2
2.035416667E-2,3.376868367E-2
2.037500000E-2,3.382280469E-2
2.039583333E-2,3.328885138E-2
2.041666667E-2,3.181007877E-2
2.043750000E-2,3.045717813E-2
2.045833333E-2,2.932731435E-2
2.047916667E-2,2.851995826E-2
2.050000000E-2,2.801532857E-2
2.052083333E-2,2.727977000E-2
2.054166667E-2,2.652208135E-2
2.056250000E-2,2.583194897E-2
2.058333333E-2,2.471359447E-2
2.060416667E-2,2.342739329E-2
2.062500000E-2,2.234745771E-2
2.064583333E-2,2.142255194E-2
2.066666667E-2,2.117867395E-2
2.068750000E-2,2.112654410E-2
2.070833333E-2,2.061043307E-2
2.072916667E-2,2.047940716E-2
2.075000000E-2,2.067784593E-2
2.077083333E-2,2.072113566E-2
2.079166667E-2,2.090489864E-2
2.081250000E-2,2.146294713E-2
2.083333333E-2,2.236482129E-2
2.085416667E-2,2.323438972E-2
2.087500000E-2,2.401325107E-2
2.089583333E-2,2.472969890E-2
2.091666667E-2,2.466339245E-2
2.093750000E-2,2.433086559E-2
2.095833333E-2,2.502297238E-2
2.097916667E-2,2.555930987E-2
2.100000000E-2,2.570142411E-2
2.102083333E-2,2.603378519E-2
2.104166667E-2,2.556808665E-2
2.106250000E-2,2.492803708E-2
2.108333333E-2,2.431048825E-2
2.110416667E-2,2.351158857E-2
2.112500000E-2,2.279333398E-2
2.114583333E-2,2.249888331E-2
2.116666667E-2,2.291812561E-2
2.118750000E-2,2.261551097E-2
2.120833333E-2,2.242044732E-2
2.122916667E-2,2.258904092E-2
2.125000000E-2,2.203410491E-2
2.127083333E-2,2.225798368E-2
2.129166667E-2,2.292614244E-2
2.131250000E-2,2.329565212E-2
2.133333333E-2,2.386687323E-2
2.135416667E-2,2.418716997E-2
2.137500000E-2,2.402723208E-2
2.139583333E-2,2.391732112E-2
2.141666667E-2,2.399867959E-2
2.143750000E-2,2.402528562E-2
2.145833333E-2,2.427656762E-2
2.147916667E-2,2.448532172E-2
2.150000000E-2,2.479703911E-2
2.152083333E-2,2.552030981E-2
2.154166667E-2,2.588815615E-2
2.156250000E-2,2.632143535E-2
2.158333333E-2,2.657638490E-2
2.160416667E-2,2.575083636E-2
2.162500000E-2,2.509251423E-2
2.164583333E-2,2.483041212E-2
2.166666667E-2,2.390094288E-2
2.168750000E-2,2.297768369E-2
2.170833333E-2,2.255737036E-2
2.172916667E-2,2.243803442E-2
2.175000000E-2,2.298509143E-2
2.177083333E-2,2.318527177E-2
2.179166667E-2,2.254149877E-2
2.181250000E-2,2.184742503E-2
2.183333333E-2,2.087128162E-2
2.185416667E-2,1.965738833E-2
2.187500000E-2,1.855162531E-2
2.189583333E-2,1.774362475E-2
2.191666667E-2,1.690907404E-2
2.193750000E-2,1.583619602E-2
2.195833333E-2,1.422117837E-2
2.197916667E-2,1.207669359E-2
2.200000000E-2,1.059049927E-2
2.202083333E-2,9.771462530E-3
2.204166667E-2,9.234478697E-3
2.206250000E-2,8.316745982E-3
2.208333333E-2,7.698083762E-3
2.210416667E-2,7.458862849E-3
2.212500000E-2,6.427739747E-3
2.214583333E-2,6.350319367E-3
2.216666667E-2,6.148430519E-3
2.218750000E-2,5.102208816E-3
2.220833333E-2,4.757401533E-3
2.222916667E-2,4.220766947E-3
2.225000000E-2,3.445872106E-3
2.227083333E-2,2.457156079E-3
2.229166667E-2,2.058288082E-3
2.231250000E-2,2.006560331E-3
2.233333333E-2,1.285108156E-3
2.235416667E-2,1.096240012E-3
2.237500000E-2,1.141350600E-3
2.239583333E-2,8.163444581E-4
2.241666667E-2,3.243701067E-4
2.243750000E-2,3.555287840E-4
2.245833333E-2,7.234141813E-4
2.247916667E-2,8.977184189E-4
2.250000000E-2,1.017023227E-3
2.252083333E-2,4.646432062E-4
2.254166667E-2,6.388114416E-4
2.256250000E-2,7.976439083E-4
2.258333333E-2,5.296367453E-5
2.260416667E-2,1.323563629E-4
2.262500000E-2,-5.067994935E-4
2.264583333E-2,-1.514966949E-3
2.266666667E-2,-1.940626884E-3
2.268750000E-2,-2.630373929E-3
2.270833333E-2,-3.147374373E-3
2.272916667E-2,-3.156197723E-3
2.275000000E-2,-2.793780994E-3
2.277083333E-2,-3.062133910E-3
2.279166667E-2,-3.000088269E-3
2.281250000E-2,-2.723509446E-3
2.283333333E-2,-3.148891497E-3
2.285416667E-2,-3.245744621E-3
2.287500000E-2,-3.637257498E-3
2.289583333E-2,-3.407886019E-3
2.291666667E-2,-2.663581632E-3
2.293750000E-2,-3.251012880E-3
2.295833333E-2,-3.708621021E-3
2.297916667E-2,-3.160420805E-3
2.300000000E-2,-2.633044496E-3
2.302083333E-2,-1.880006632E-3
2.304166667E-2,-7.030080305E-4
2.306250000E-2,-3.164864029E-4
2.308333333E-2,-5.502071581E-4
2.310416667E-2,-7.319403812E-4
2.312500000E-2,-8.609204087E-4
2.314583333E-2,-6.411750801E-4
2.316666667E-2,-7.942758966E-4
2.318750000E-2,-1.229466754E-3
2.320833333E-2,-1.131608384E-3
2.322916667E-2,-6.696903729E-4
2.325000000E-2,-3.786534362E-4
2.327083333E-2,-1.140335575E-3
2.329166667E-2,-2.189408056E-3
2.331250000E-2,-3.022729885E-3
2.333333333E-2,-4.458023235E-3
2.335416667E-2,-5.308701657E-3
2.337500000E-2,-5.768440664E-3
2.339583333E-2,-7.188002579E-3
2.341666667E-2,-8.679091930E-3
2.343750000E-2,-9.824451990E-3
2.345833333E-2,-1.050349325E-2
2.347916667E-2,-1.093807817E-2
2.350000000E-2,-1.194541901E-2
2.352083333E-2,-1.316850074E-2
2.354166667E-2,-1.401498355E-2
2.356250000E-2,-1.488910802E-2
2.358333333E-2,-1.622402668E-2
2.360416667E-2,-1.714842767E-2
2.362500000E-2,-1.721136644E-2
2.364583333E-2,-1.699378341E-2
2.366666667E-2,-1.727233827E-2
2.368750000E-2,-1.789339632E-2
2.370833333E-2,-1.826888695E-2
2.372916667E-2,-1.890956238E-2
2.375000000E-2,-1.950246282E-2
2.377083333E-2,-1.994669624E-2
2.379166667E-2,-2.078977227E-2
2.381250000E-2,-2.144949138E-2
2.383333333E-2,-2.146210708E-2
2.385416667E-2,-2.146415226E-2
2.387500000E-2,-2.155788615E-2
2.389583333E-2,-2.134640515E-2
2.391666667E-2,-2.189550921E-2
2.393750000E-2,-2.259581909E-2
2.395833333E-2,-2.257786319E-2
2.397916667E-2,-2.286446467E-2
2.400000000E-2,-2.307443693E-2
2.402083333E-2,-2.291640267E-2
2.404166667E-2,-2.276307344E-2
2.406250000E-2,-2.282526717E-2
2.408333333E-2,-2.226966247E-2
2.410416667E-2,-2.143160067E-2
2.412500000E-2,-2.145623602E-2
2.414583333E-2,-2.116645686E-2
2.416666667E-2,-2.082217112E-2
2.418750000E-2,-2.054930292E-2
2.420833333E-2,-2.040311694E-2
2.422916667E-2,-2.111823298E-2
2.425000000E-2,-2.164063230E-2
2.427083333E-2,-2.188475803E-2
2.429166667E-2,-2.204925381E-2
2.431250000E-2,-2.210415713E-2
2.433333333E-2,-2.211777866E-2
2.435416667E-2,-2.243411727E-2
2.437500000E-2,-2.294103429E-2
2.439583333E-2,-2.297322452E-2
2.441666667E-2,-2.357065305E-2
2.443750000E-2,-2.395020984E-2
2.445833333E-2,-2.360704355E-2
2.447916667E-2,-2.393797413E-2
2.450000000E-2,-2.420140430E-2
2.452083333E-2,-2.403898165E-2
2.454166667E-2,-2.428809926E-2
2.456250000E-2,-2.478748187E-2
2.458333333E-2,-2.469656430E-2
2.460416667E-2,-2.487695962E-2
2.462500000E-2,-2.558515221E-2
2.464583333E-2,-2.565578371E-2
2.466666667E-2,-2.556801960E-2
2.468750000E-2,-2.535120025E-2
2.470833333E-2,-2.505757660E-2
2.472916667E-2,-2.487713099E-2
2.475000000E-2,-2.482607402E-2
2.477083333E-2,-2.560075559E-2
2.479166667E-2,-2.662464418E-2
2.481250000E-2,-2.732486278E-2
2.483333333E-2,-2.796670049E-2
2.485416667E-2,-2.871363610E-2
2.487500000E-2,-2.926250547E-2
2.489583333E-2,-2.904147655E-2
2.491666667E-2,-2.815743908E-2
2.493750000E-2,-2.712759376E-2
2.495833333E-2,-2.639015950E-2
2.497916667E-2,-2.598025277E-2
2.500000000E-2,-2.582686394E-2
2.502083333E-2,-2.565387450E-2
2.504166667E-2,-2.530779690E-2
2.506250000E-2,-2.512388676E-2
2.508333333E-2,-2.527263947E-2
2.510416667E-2,-2.576287836E-2
2.512500000E-2,-2.591327578E-2
2.514583333E-2,-2.587467805E-2
2.516666667E-2,-2.567883767E-2
2.518750000E-2,-2.503788844E-2
2.520833333E-2,-2.503509820E-2
2.522916667E-2,-2.515454963E-2
2.525000000E-2,-2.515800856E-2
2.527083333E-2,-2.533114702E-2
2.529166667E-2,-2.574134991E-2
2.531250000E-2,-2.625986189E-2
2.533333333E-2,-2.604443580E-2
2.535416667E-2,-2.610544115E-2
2.537500000E-2,-2.642137557E-2
2.539583333E-2,-2.677268349E-2
2.541666667E-2,-2.707754448E-2
2.543750000E-2,-2.685947716E-2
2.545833333E-2,-2.694074437E-2
2.547916667E-2,-2.700805664E-2
2.550000000E-2,-2.737116441E-2
2.552083333E-2,-2.817928791E-2
2.554166667E-2,-2.876142785E-2
2.556250000E-2,-2.935191616E-2
2.558333333E-2,-3.041040897E-2
2.560416667E-2,-3.200538084E-2
2.562500000E-2,-3.342848271E-2
2.564583333E-2,-3.487278521E-2
2.566666667E-2,-3.618401289E-2
2.568750000E-2,-3.696651757E-2
2.570833333E-2,-3.774698824E-2
2.572916667E-2,-3.878144175E-2
2.575000000E-2,-3.975522518E-2
2.577083333E-2,-4.037709534E-2
2.579166667E-2,-4.106152058E-2
2.581250000E-2,-4.107869789E-2
2.583333333E-2,-4.052085429E-2
2.585416667E-2,-4.017774016E-2
2.587500000E-2,-3.933874145E-2
2.589583333E-2,-3.887131065E-2
2.591666667E-2,-3.869032860E-2
2.593750000E-2,-3.779369965E-2
2.595833333E-2,-3.707896546E-2
2.597916667E-2,-3.667631000E-2
2.600000000E-2,-3.622012958E-2
2.602083333E-2,-3.590494767E-2
2.604166667E-2,-3.634960204E-2
2.606250000E-2,-3.665447608E-2
2.608333333E-2,-3.600199521E-2
2.610416667E-2,-3.531202301E-2
2.612500000E-2,-3.480283171E-2
2.614583333E-2,-3.514176607E-2
2.616666667E-2,-3.573276103E-2
2.618750000E-2,-3.639132157E-2
2.620833333E-2,-3.780637309E-2
2.622916667E-2,-3.841467574E-2
2.625000000E-2,-3.868051246E-2
2.627083333E-2,-3.881250322E-2
2.629166667E-2,-3.798117489E-2
2.631250000E-2,-3.742136806E-2
2.633333333E-2,-3.659222275E-2
2.635416667E-2,-3.534082696E-2
2.637500000E-2,-3.459321707E-2
2.639583333E-2,-3.377221525E-2
2.641666667E-2,-3.376311809E-2
2.643750000E-2,-3.437375650E-2
2.645833333E-2,-3.429055214E-2
2.647916667E-2,-3.402957320E-2
2.650000000E-2,-3.365292028E-2
2.652083333E-2,-3.338743746E-2
2.654166667E-2,-3.330489993E-2
2.656250000E-2,-3.317753971E-2
2.658333333E-2,-3.253572062E-2
2.660416667E-2,-3.162637353E-2
2.662500000E-2,-3.175003827E-2
2.664583333E-2,-3.179722279E-2
2.666666667E-2,-3.160680830E-2
2.668750000E-2,-3.191139176E-2
2.670833333E-2,-3.197981417E-2
2.672916667E-2,-3.189343959E-2
2.675000000E-2,-3.157204017E-2
2.677083333E-2,-3.086980432E-2
2.679166667E-2,-2.985619381E-2
2.681250000E-2,-2.880258486E-2
2.683333333E-2,-2.788058296E-2
2.685416667E-2,-2.681096829E-2
2.687500000E-2,-2.623452619E-2
2.689583333E-2,-2.611350268E-2
2.691666667E-2,-2.608206868E-2
2.693750000E-2,-2.629233152E-2
2.695833333E-2,-2.583910525E-2
2.697916667E-2,-2.534298599E-2
2.700000000E-2,-2.549408749E-2
2.702083333E-2,-2.544433624E-2
2.704166667E-2,-2.565349825E-2
2.706250000E-2,-2.582103945E-2
2.708333333E-2,-2.528135292E-2
2.710416667E-2,-2.483380213E-2
2.712500000E-2,-2.452569641E-2
2.714583333E-2,-2.424485609E-2
2.716666667E-2,-2.449043840E-2
2.718750000E-2,-2.486452647E-2
2.720833333E-2,-2.563505433E-2
2.722916667E-2,-2.667991444E-2
2.725000000E-2,-2.703227475E-2
2.727083333E-2,-2.752587385E-2
2.729166667E-2,-2.834101394E-2
2.731250000E-2,-2.879809029E-2
2.733333333E-2,-2.900204808E-2
2.735416667E-2,-2.946198173E-2
2.737500000E-2,-2.939260006E-2
2.739583333E-2,-2.841518819E-2
2.741666667E-2,-2.824231796E-2
2.743750000E-2,-2.818409726E-2
2.745833333E-2,-2.729508281E-2
2.747916667E-2,-2.643094398E-2
2.750000000E-2,-2.559941262E-2
2.752083333E-2,-2.492372505E-2
2.754166667E-2,-2.492364869E-2
2.756250000E-2,-2.495536767E-2
2.758333333E-2,-2.460511774E-2
2.760416667E-2,-2.470013872E-2
2.762500000E-2,-2.471493557E-2
2.764583333E-2,-2.454165183E-2
2.766666667E-2,-2.451961301E-2
2.768750000E-2,-2.401358262E-2
2.770833333E-2,-2.368367091E-2
2.772916667E-2,-2.344570495E-2
2.775000000E-2,-2.284291945E-2
2.777083333E-2,-2.255595848E-2
2.779166667E-2,-2.258777991E-2
2.781250000E-2,-2.255543321E-2
2.783333333E-2,-2.202145755E-2
2.785416667E-2,-2.113923803E-2
2.787500000E-2,-2.047066763E-2
2.789583333E-2,-1.992581785E-2
2.791666667E-2,-1.954473369E-2
2.793750000E-2,-1.935625635E-2
2.795833333E-2,-1.901417784E-2
2.797916667E-2,-1.813040674E-2
2.800000000E-2,-1.684783772E-2
2.802083333E-2,-1.614185423E-2
2.804166667E-2,-1.605743170E-2
2.806250000E-2,-1.587031223E-2
2.808333333E-2,-1.568524167E-2
2.810416667E-2,-1.595735550E-2
2.812500000E-2,-1.633107290E-2
2.814583333E-2,-1.628006995E-2
2.816666667E-2,-1.667033136E-2
2.818750000E-2,-1.756463945E-2
2.820833333E-2,-1.799661666E-2
2.822916667E-2,-1.856276952E-2
2.825000000E-2,-1.931775548E-2
2.827083333E-2,-1.966100000E-2
2.829166667E-2,-2.022401616E-2
2.831250000E-2,-2.086637169E-2
2.833333333E-2,-2.124614641E-2
2.835416667E-2,-2.148755640E-2
2.837500000E-2,-2.126346529E-2
2.839583333E-2,-2.100511268E-2
2.841666667E-2,-2.051545866E-2
2.843750000E-2,-1.978714764E-2
2.845833333E-2,-1.967984810E-2
2.847916667E-2,-1.936664060E-2
2.850000000E-2,-1.889910921E-2
2.852083333E-2,-1.883095130E-2
2.854166667E-2,-1.835187711E-2
2.856250000E-2,-1.792114228E-2
2.858333333E-2,-1.788695529E-2
2.860416667E-2,-1.765095070E-2
2.862500000E-2,-1.701272838E-2
2.864583333E-2,-1.609031856E-2
2.866666667E-2,-1.520770323E-2
2.868750000E-2,-1.418349706E-2
2.870833333E-2,-1.347513124E-2
2.872916667E-2,-1.294201985E-2
2.875000000E-2,-1.212551352E-2
2.877083333E-2,-1.202773955E-2
2.879166667E-2,-1.204013638E-2
2.881250000E-2,-1.130915154E-2
2.883333333E-2,-1.038335264E-2
2.885416667E-2,-9.754261002E-3
2.887500000E-2,-9.261813015E-3
2.889583333E-2,-8.676132187E-3
2.891666667E-2,-8.426232263E-3
2.893750000E-2,-7.673292421E-3
2.895833333E-2,-6.675912999E-3
2.897916667E-2,-6.168192718E-3
2.900000000E-2,-5.011564586E-3
2.902083333E-2,-3.924803808E-3
2.904166667E-2,-3.189708572E-3
2.906250000E-2,-2.195377601E-3
2.908333333E-2,-1.782217878E-3
2.910416667E-2,-1.836768468E-3
2.912500000E-2,-1.516628079E-3
2.914583333E-2,-9.542115731E-4
2.916666667E-2,-7.297035772E-4
2.918750000E-2,-6.369997864E-4
2.920833333E-2,-4.166315484E-4
2.922916667E-2,-1.784936758E-4
2.925000000E-2,-1.753366960E-4
2.927083333E-2,-2.167364582E-4
2.929166667E-2,-2.798503847E-4
2.931250000E-2,-3.132800339E-4
2.933333333E-2,-8.910459292E-5
2.935416667E-2,-4.112758033E-4
2.937500000E-2,-4.595028877E-4
2.939583333E-2,-7.377544534E-5
2.941666667E-2,-2.513680665E-4
2.943750000E-2,-4.823531490E-4
2.945833333E-2,-5.906214938E-4
2.947916667E-2,-5.117497640E-4
2.950000000E-2,-3.115066211E-4
2.952083333E-2,3.727937001E-4
2.954166667E-2,9.950218955E-4
2.956250000E-2,1.431855606E-3
2.958333333E-2,2.089340473E-3
2.960416667E-2,1.778257545E-3
2.962500000E-2,1.656442299E-3
2.964583333E-2,2.040765015E-3
2.966666667E-2,2.059956547E-3
2.968750000E-2,2.467665821E-3
2.970833333E-2,2.573351143E-3
2.972916667E-2,2.186594065E-3
2.975000000E-2,2.513200045E-3
2.977083333E-2,3.154272679E-3
2.979166667E-2,3.260833910E-3
2.981250000E-2,3.464185633E-3
2.983333333E-2,3.215080127E-3
2.985416667E-2,2.219523303E-3
2.987500000E-2,1.314660884E-3
2.989583333E-2,3.831944487E-4
2.991666667E-2,-3.881003649E-4
2.993750000E-2,-1.536579570E-3
2.995833333E-2,-3.022610676E-3
2.997916667E-2,-4.128986504E-3
3.000000000E-2,-5.002818070E-3
3.002083333E-2,-5.569945555E-3
3.004166667E-2,-5.985148251E-3
3.006250000E-2,-6.215006113E-3
3.008333333E-2,-6.213425193E-3
3.010416667E-2,-6.796115544E-3
3.012500000E-2,-8.063754998E-3
3.014583333E-2,-8.657289669E-3
3.016666667E-2,-8.790854365E-3
3.018750000E-2,-9.254708886E-3
3.020833333E-2,-9.604872204E-3
3.022916667E-2,-9.862788022E-3
3.025000000E-2,-9.978976101E-3
3.027083333E-2,-9.895542637E-3
3.029166667E-2,-9.950284846E-3
3.031250000E-2,-1.055639051E-2
3.033333333E-2,-1.099696569E-2
3.035416667E-2,-1.097832806E-2
3.037500000E-2,-1.145910285E-2
3.039583333E-2,-1.175550744E-2
3.041666667E-2,-1.184228621E-2
3.043750000E-2,-1.243413240E-2
3.045833333E-2,-1.271315292E-2
3.047916667E-2,-1.260579750E-2
3.050000000E-2,-1.271492429E-2
3.052083333E-2,-1.292353962E-2
3.054166667E-2,-1.303651556E-2
3.056250000E-2,-1.291635633E-2
3.058333333E-2,-1.277275290E-2
3.060416667E-2,-1.310691237E-2
3.062500000E-2,-1.323148049E-2
3.064583333E-2,-1.272671111E-2
3.066666667E-2,-1.245650277E-2
3.068750000E-2,-1.272668131E-2
3.070833333E-2,-1.308048144E-2
3.072916667E-2,-1.358791441E-2
3.075000000E-2,-1.431697235E-2
3.077083333E-2,-1.463356800E-2
3.079166667E-2,-1.490562968E-2
3.081250000E-2,-1.508043427E-2
3.083333333E-2,-1.496785693E-2
3.085416667E-2,-1.509797759E-2
3.087500000E-2,-1.526122540E-2
3.089583333E-2,-1.533307321E-2
3.091666667E-2,-1.530814730E-2
3.093750000E-2,-1.598591357E-2
3.095833333E-2,-1.721283421E-2
3.097916667E-2,-1.838206127E-2
3.100000000E-2,-1.891128346E-2
3.102083333E-2,-1.810046844E-2
3.104166667E-2,-1.753840595E-2
3.106250000E-2,-1.701904088E-2
3.108333333E-2,-1.629216224E-2
3.110416667E-2,-1.614061743E-2
3.112500000E-2,-1.573543064E-2
3.114583333E-2,-1.544467546E-2
3.116666667E-2,-1.570253447E-2
3.118750000E-2,-1.648109406E-2
3.120833333E-2,-1.707627438E-2
3.122916667E-2,-1.686299220E-2
3.125000000E-2,-1.655729488E-2
3.127083333E-2,-1.623404212E-2
3.129166667E-2,-1.571905427E-2
3.131250000E-2,-1.544470340E-2
3.133333333E-2,-1.505975984E-2
3.135416667E-2,-1.456183288E-2
3.137500000E-2,-1.473893598E-2
3.139583333E-2,-1.405880228E-2
