"Time (s)","Recording (a.u.)"
1.466666667E-2,-1.272669248E-2
1.468750000E-2,-1.346709207E-2
1.470833333E-2,-1.442051679E-2
1.472916667E-2,-1.471329853E-2
1.475000000E-2,-1.502485014E-2
1.477083333E-2,-1.566261426E-2
1.479166667E-2,-1.682133041E-2
1.481250000E-2,-1.864433289E-2
1.483333333E-2,-1.973683573E-2
1.485416667E-2,-2.088110708E-2
1.487500000E-2,-2.197624743E-2
1.489583333E-2,-2.217604965E-2
1.491666667E-2,-2.289684489E-2
1.493750000E-2,-2.346847765E-2
1.495833333E-2,-2.342837304E-2
1.497916667E-2,-2.313768864E-2
1.500000000E-2,-2.275012992E-2
1.502083333E-2,-2.315753698E-2
1.504166667E-2,-2.323958650E-2
1.506250000E-2,-2.308474481E-2
1.508333333E-2,-2.396081388E-2
1.510416667E-2,-2.506879345E-2
1.512500000E-2,-2.542557009E-2
1.514583333E-2,-2.473897673E-2
1.516666667E-2,-2.384267561E-2
1.518750000E-2,-2.317360416E-2
1.520833333E-2,-2.263342403E-2
1.522916667E-2,-2.251672000E-2
1.525000000E-2,-2.207261324E-2
1.527083333E-2,-2.158725448E-2
1.529166667E-2,-2.175646462E-2
1.531250000E-2,-2.168186009E-2
1.533333333E-2,-2.159614302E-2
1.535416667E-2,-2.176342532E-2
1.537500000E-2,-2.205751650E-2
1.539583333E-2,-2.241585962E-2
1.541666667E-2,-2.231543325E-2
1.543750000E-2,-2.268709242E-2
1.545833333E-2,-2.345226333E-2
1.547916667E-2,-2.332798019E-2
1.550000000E-2,-2.328969166E-2
1.552083333E-2,-2.384337038E-2
1.554166667E-2,-2.376735583E-2
1.556250000E-2,-2.306924202E-2
1.558333333E-2,-2.247632667E-2
1.560416667E-2,-2.227852494E-2
1.562500000E-2,-2.247047797E-2
1.564583333E-2,-2.246589586E-2
1.566666667E-2,-2.279613167E-2
1.568750000E-2,-2.337617613E-2
1.570833333E-2,-2.268740907E-2
