"Frequency (Hz)","Absolute Amplitude (a.u.)"
1.907812500E4,9.362139763E-3
1.910156250E4,1.093197410E-2
1.912500000E4,6.386824777E-3
1.914843750E4,1.081638388E-2
1.917187500E4,1.179026433E-2
1.919531250E4,1.334970791E-2
1.921875000E4,1.149420795E-2
1.924218750E4,2.487032550E-3
1.926562500E4,9.234977737E-3
1.928906250E4,6.694717434E-3
1.931250000E4,6.841956486E-3
1.933593750E4,2.227225957E-3
1.935937500E4,1.308022232E-2
1.938281250E4,8.575326019E-3
1.940625000E4,2.003541343E-2
1.942968750E4,1.726863821E-2
1.945312500E4,7.896874475E-3
1.947656250E4,2.405638335E-3
1.950000000E4,2.504789549E-2
1.952343750E4,2.037230118E-2
1.954687500E4,7.027002403E-3
1.957031250E4,1.825524404E-2
1.959375000E4,1.042473840E-2
1.961718750E4,1.287815381E-2
1.964062500E4,1.036830828E-2
1.966406250E4,1.220177517E-2
1.968750000E4,5.692679636E-3
1.971093750E4,1.877476681E-2
1.973437500E4,1.061142525E-2
1.975781250E4,7.831973083E-3
1.978125000E4,1.004480241E-2
1.980468750E4,4.496397388E-3
1.982812500E4,5.665069624E-3
1.985156250E4,7.615342220E-3
1.987500000E4,1.457800700E-2
1.989843750E4,1.438893694E-2
1.992187500E4,1.555844803E-2
1.994531250E4,2.087362604E-2
1.996875000E4,1.233280144E-2
1.999218750E4,9.839126410E-3
2.001562500E4,1.520064785E-2
2.003906250E4,1.159170116E-2
2.006250000E4,1.380207511E-2
2.008593750E4,1.285889297E-2
2.010937500E4,1.147235554E-2
2.013281250E4,9.982773948E-3
2.015625000E4,9.178054465E-3
2.017968750E4,2.572807610E-3
2.020312500E4,2.856879410E-3
2.022656250E4,4.410647641E-3
2.025000000E4,1.408839526E-2
2.027343750E4,2.063149211E-2
2.029687500E4,1.259441621E-2
2.032031250E4,4.652850191E-3
2.034375000E4,1.051635829E-2
2.036718750E4,7.095589106E-3
2.039062500E4,3.434493331E-3
2.041406250E4,1.617100485E-3
2.043750000E4,2.657173966E-3
2.046093750E4,1.297272958E-2
2.048437500E4,1.537022095E-2
2.050781250E4,1.073163152E-2
2.053125000E4,1.170873624E-2
2.055468750E4,8.426275939E-3
2.057812500E4,4.155798847E-3
2.060156250E4,1.792580589E-3
2.062500000E4,6.902775095E-3
2.064843750E4,1.061235420E-2
2.067187500E4,5.443760886E-3
2.069531250E4,1.024983560E-2
2.071875000E4,7.603122723E-3
2.074218750E4,1.151682116E-2
2.076562500E4,5.268254324E-3
2.078906250E4,6.546666506E-3
2.081250000E4,1.111241804E-2
2.083593750E4,3.567003800E-3
2.085937500E4,9.444058424E-3
2.088281250E4,6.894738798E-3
2.090625000E4,8.024394417E-4
2.092968750E4,9.052593236E-3
2.095312500E4,6.851261316E-3
2.097656250E4,5.971283465E-3
2.100000000E4,5.496659173E-3
2.102343750E4,8.130468371E-3
2.104687500E4,4.722967459E-3
2.107031250E4,3.234665568E-3
2.109375000E4,2.936098778E-3
2.111718750E4,5.431620322E-3
2.114062500E4,5.287325215E-3
2.116406250E4,2.678148964E-3
2.118750000E4,5.720179315E-3
2.121093750E4,4.578589055E-3
2.123437500E4,5.678591924E-3
2.125781250E4,8.629638528E-3
2.128125000E4,6.327031572E-3
2.130468750E4,4.722932184E-3
2.132812500E4,2.402368047E-3
2.135156250E4,4.486397306E-3
2.137500000E4,3.252596575E-3
2.139843750E4,6.325302773E-3
2.142187500E4,5.388622232E-3
2.144531250E4,4.458671355E-3
2.146875000E4,4.230220381E-3
2.149218750E4,4.819509112E-3
2.151562500E4,4.480649950E-3
2.153906250E4,5.614047355E-3
2.156250000E4,6.861813568E-3
2.158593750E4,3.941123448E-3
2.160937500E4,5.795225452E-3
2.163281250E4,5.888699344E-3
2.165625000E4,5.383504569E-3
2.167968750E4,5.605408600E-3
2.170312500E4,5.355421761E-3
2.172656250E4,4.653171405E-3
2.175000000E4,5.269152029E-3
2.177343750E4,4.936381578E-3
2.179687500E4,5.001040456E-3
2.182031250E4,5.435608407E-3
2.184375000E4,5.107924541E-3
2.186718750E4,5.869182815E-3
2.189062500E4,5.590586519E-3
2.191406250E4,5.065875075E-3
2.193750000E4,5.005601823E-3
2.196093750E4,5.643688315E-3
2.198437500E4,5.258195631E-3
2.200781250E4,5.388834823E-3
2.203125000E4,5.604924125E-3
2.205468750E4,5.072259204E-3
2.207812500E4,5.260278477E-3
2.210156250E4,5.451973518E-3
2.212500000E4,5.087215410E-3
2.214843750E4,4.978937110E-3
2.217187500E4,5.361148122E-3
2.219531250E4,5.158249877E-3
2.221875000E4,5.112081294E-3
2.224218750E4,5.142459750E-3
2.226562500E4,5.050741463E-3
2.228906250E4,5.177866576E-3
2.231250000E4,5.119598675E-3
2.233593750E4,5.182818541E-3
2.235937500E4,5.278623303E-3
2.238281250E4,5.158131850E-3
2.240625000E4,5.152957387E-3
2.242968750E4,5.116782420E-3
2.245312500E4,5.108592857E-3
2.247656250E4,5.219532625E-3
2.250000000E4,5.273377777E-3
2.252343750E4,5.174565122E-3
2.254687500E4,5.002348889E-3
2.257031250E4,5.130334718E-3
2.259375000E4,5.223675772E-3
2.261718750E4,5.251920062E-3
2.264062500E4,5.133083258E-3
2.266406250E4,5.198773527E-3
2.268750000E4,5.170818824E-3
2.271093750E4,5.122576901E-3
2.273437500E4,5.147695610E-3
2.275781250E4,5.209244772E-3
2.278125000E4,5.165856663E-3
2.280468750E4,5.143600159E-3
2.282812500E4,5.139181896E-3
2.285156250E4,5.213850246E-3
2.287500000E4,5.264445985E-3
2.289843750E4,5.272863289E-3
2.292187500E4,5.175240612E-3
2.294531250E4,5.182310748E-3
2.296875000E4,5.205001160E-3
2.299218750E4,5.235658188E-3
2.301562500E4,5.174851450E-3
2.303906250E4,5.173710360E-3
2.306250000E4,5.216535648E-3
2.308593750E4,5.217778086E-3
2.310937500E4,5.232507587E-3
2.313281250E4,5.214346993E-3
2.315625000E4,5.196084599E-3
2.317968750E4,5.178031736E-3
2.320312500E4,5.229286014E-3
2.322656250E4,5.180635340E-3
2.325000000E4,5.209414486E-3
2.327343750E4,5.235661205E-3
2.329687500E4,5.191375503E-3
2.332031250E4,5.197327124E-3
2.334375000E4,5.220586242E-3
2.336718750E4,5.199380481E-3
2.339062500E4,5.210107361E-3
2.341406250E4,5.207135050E-3
2.343750000E4,5.194096603E-3
2.346093750E4,5.220415330E-3
2.348437500E4,5.219340324E-3
2.350781250E4,5.220950708E-3
2.353125000E4,5.231245642E-3
2.355468750E4,5.207966886E-3
2.357812500E4,5.184615506E-3
2.360156250E4,5.214705895E-3
2.362500000E4,5.219281294E-3
2.364843750E4,5.204584806E-3
2.367187500E4,5.199626384E-3
2.369531250E4,5.208457161E-3
2.371875000E4,5.195899165E-3
2.374218750E4,5.208653406E-3
2.376562500E4,5.222721623E-3
2.378906250E4,5.209377362E-3
2.381250000E4,5.214832352E-3
2.383593750E4,5.221906076E-3
2.385937500E4,5.212693210E-3
2.388281250E4,5.217475552E-3
2.390625000E4,5.199559947E-3
2.392968750E4,5.225185959E-3
2.395312500E4,5.204655460E-3
2.397656250E4,5.195742138E-3
