"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.578713375E0,-7.564579435E-2,-7.790951648E-2,1.372470152E-1,1.750112058E-1
2.588642375E0,-9.954320940E-2,-8.361274444E-2,-1.648125440E-1,2.099121631E-1
2.598570375E0,-3.557316268E-2,-4.918385446E-2,2.423401916E-1,2.498264796E-1
2.608499375E0,-1.245098335E-1,1.104548173E-3,1.494051307E-1,1.944885903E-1
2.618427375E0,4.830372060E-2,-1.077742526E-1,-1.091090441E-2,1.186068581E-1
2.628356375E0,-7.639991158E-2,6.865270715E-4,-1.915857750E-1,2.062583986E-1
2.638284375E0,6.102702431E-3,4.136594441E-3,2.414642787E-1,2.415768041E-1
2.648212375E0,-5.821424863E-2,-3.102650483E-2,-1.328978562E-1,1.483690768E-1
2.658141375E0,-5.374352236E-2,-6.681075200E-2,-6.373289645E-2,1.068359718E-1
2.668069375E0,-2.719851547E-2,-2.489022659E-3,6.621679366E-2,7.162833406E-2
2.677998375E0,2.912936658E-3,-8.245369839E-2,7.760132253E-2,1.132654530E-1
2.687926375E0,1.159976397E-1,-1.997821826E-2,7.309019566E-5,1.177055095E-1
2.697855375E0,-1.054587644E-1,1.705936130E-2,1.120414227E-1,1.548090863E-1
2.707783375E0,3.265095270E-2,1.881989398E-2,1.116046357E-1,1.177958736E-1
2.717711375E0,-1.598850588E-1,2.044817909E-2,-2.416654229E-2,1.629889009E-1
2.727640375E0,-4.830086094E-2,-7.334271315E-2,1.003809053E-1,1.333733590E-1
2.737568375E0,-1.975847990E-1,-2.869056045E-2,-4.659763098E-2,2.050225360E-1
2.747497375E0,1.869609746E-2,-9.210705858E-2,2.797307968E-3,9.402701331E-2
2.757425375E0,3.733297359E-2,-5.929815796E-2,2.795670748E-2,7.544269314E-2
2.767354375E0,1.817553082E-2,-8.311053257E-2,1.821875453E-2,8.700364108E-2
2.777282375E0,2.455755474E-1,-9.010800518E-2,9.396943331E-2,2.779515362E-1
2.787210375E0,-9.247823800E-2,-1.062660182E-2,6.657288909E-2,1.144425565E-1
2.797139375E0,2.362665973E-1,-4.074887129E-2,-5.870604515E-2,2.468375483E-1
2.807067375E0,-3.694793444E-2,-3.393327450E-2,-9.447931051E-3,5.104782443E-2
2.816996375E0,-1.467454973E-1,-9.883502936E-3,1.749831909E-1,2.285848676E-1
2.826924375E0,6.731321968E-2,-8.720690000E-2,-6.526311278E-2,1.280444721E-1
2.836852375E0,-3.349983503E-1,2.565665952E-2,-1.975423336E-2,3.365596360E-1
2.846781375E0,-1.222759322E-1,-2.867170318E-2,9.176678717E-2,1.555461777E-1
2.856709375E0,-9.150479537E-2,-2.491162375E-2,2.080439329E-2,9.709036694E-2
2.866638375E0,-1.697199294E-1,1.532794593E-2,3.748065233E-3,1.704518945E-1
2.876566375E0,1.633640425E-1,-1.336789712E-1,1.585823357E-2,2.116822177E-1
2.886495375E0,2.924242797E-2,3.278972358E-3,6.727221608E-3,3.018487641E-2
2.896423375E0,6.037638453E-2,-9.594052970E-2,-5.929076672E-4,1.133589193E-1
2.906351375E0,9.429763569E-2,-1.007929147E-1,-1.010328698E-1,1.710523210E-1
2.916280375E0,-7.928332893E-2,5.047872037E-2,2.477699161E-1,2.649978844E-1
2.926208375E0,-6.433442876E-2,-6.688781647E-2,-1.619140792E-1,1.866254746E-1
2.936137375E0,-6.520609329E-2,2.583182931E-2,6.861298263E-2,9.811656024E-2
